feedback_id,visit_date,store_code,customer_name,customer_email,user_category,product_looking_for,reason_for_non_purchase,ground_truth_topic
453,2026-03-18,X1,Lucas Davis,lucas.davis53@hotmail.com,Birthday,Bangles,I came specifically looking for a minimal everyday bangles but the store didn't have it.,Design Unavailable
454,2026-02-14,X6,Lucas Johnson,lucas.johnson35@icloud.com,Babies,Necklace,Saw the exact necklace I wanted in the catalogue but it's not in the store currently.,Stock Unavailable
455,2026-02-12,X3,Rohit Clark,rohit.clark77@yahoo.com,Babies,Anklets,Looking for 10 inch in anklets. The sizes available didn't fit. It was for everyday wear.,Size Unavailable
456,2026-03-13,X5,Liam Reddy,liam.reddy54@hotmail.com,Everyday Wear,Ear Rings,Wanted the ear rings in white gold but only yellow gold was available. The piece was meant for babies.,Color/Finish Mismatch
457,2026-03-13,X3,Anjali Anderson,anjali.anderson99@yahoo.com,Wedding,Necklace,Saw a minimalist design online and wanted the same in necklace here. Not available. The piece was meant for office-going women.,Design Unavailable
458,2026-03-14,X1,Emma Reddy,emma.reddy48@outlook.com,Babies,Finger Rings,Was told the finger rings model is sold out and would take 3-4 weeks to restock. Specifically for birthday use.,Stock Unavailable
459,2026-04-20,X4,Aditi Smith,aditi.smith65@hotmail.com,Wedding,Finger Rings,The finger rings I liked wasn't available in size 12. The piece was meant for office-going women.,Size Unavailable
460,2026-04-05,X6,Mia Clark,mia.clark74@outlook.com,Babies,Finger Rings,I came specifically looking for a solitaire finger rings but the store didn't have it.,Design Unavailable
461,2026-03-25,X2,Olivia Iyer,olivia.iyer44@yahoo.com,Wedding,Necklace,"Prices on necklace were higher than I expected, I had a budget of under 10k. Specifically for everyday wear use.",Price Too High
462,2026-02-13,X5,Mia Davis,mia.davis54@gmail.com,Teen-age Girls,Bangles,"Prices on bangles were higher than I expected, I had a budget of below 1 lakh. The piece was meant for office-going women.",Price Too High
463,2026-05-01,X3,Amelia Clark,amelia.clark81@hotmail.com,Babies,Necklace,Was hoping to find a minimalist style in necklace. Nothing matched what I had in mind. It was for teen-age girls.,Design Unavailable
464,2026-05-04,X5,Chloe Brown,chloe.brown16@icloud.com,Office-going Women,Necklace,Wanted made-to-order in necklace; the lead time of 6-8 weeks didn't work for me.,Customization Not Offered
465,2026-04-25,X2,Charlotte Nair,charlotte.nair44@yahoo.com,Babies,Finger Rings,I came specifically looking for a vintage band finger rings but the store didn't have it. The piece was meant for wedding.,Design Unavailable
466,2026-02-13,X3,Amelia Brown,amelia.brown39@hotmail.com,Wedding,Anklets,Found a beautiful anklets but it crossed my under 10k budget by a lot.,Price Too High
467,2026-03-13,X2,Charlotte Clark,charlotte.clark58@outlook.com,Teen-age Girls,Necklace,"Prices on necklace were higher than I expected, I had a budget of under 50k.",Price Too High
468,2026-04-11,X5,Charlotte Verma,charlotte.verma64@gmail.com,Wedding,Necklace,Wanted made-to-order in necklace; the lead time of 6-8 weeks didn't work for me.,Customization Not Offered
469,2026-03-02,X1,Vikram Davis,vikram.davis37@gmail.com,Babies,Finger Rings,The finger rings I liked wasn't available in adjustable.,Size Unavailable
470,2026-02-11,X4,Sophia Johnson,sophia.johnson25@icloud.com,Babies,Finger Rings,Wanted the finger rings in antique finish but only yellow gold was available. It was for wedding.,Color/Finish Mismatch
471,2026-04-13,X4,Grace Sharma,grace.sharma96@gmail.com,Teen-age Girls,Bangles,"Looking for a around 12g bangles, but in-store stock was much heavier. The piece was meant for wedding.",Weight Concerns
472,2026-04-20,X5,Lily Brown,lily.brown38@yahoo.com,Babies,Finger Rings,The sales staff was busy and I couldn't get enough help while choosing the finger rings. Specifically for office-going women use.,Sales Service
473,2026-03-04,X6,Liam Khan,liam.khan73@yahoo.com,Babies,Bangles,"Looking for a under 15g for daily wear bangles, but in-store stock was much heavier. Specifically for birthday use.",Weight Concerns
474,2026-02-24,X5,Neha Taylor,neha.taylor95@icloud.com,Office-going Women,Ear Rings,Was looking for a rose gold finish on ear rings; could not find a matching piece.,Color/Finish Mismatch
475,2026-04-12,X5,Chloe Brown,chloe.brown99@yahoo.com,Everyday Wear,Necklace,Asked if the necklace can be customized with engraving; was told no.,Customization Not Offered
476,2026-03-03,X1,Meera Anderson,meera.anderson91@outlook.com,Office-going Women,Necklace,The sales staff was busy and I couldn't get enough help while choosing the necklace.,Sales Service
477,2026-04-15,X6,Sanjana Johnson,sanjana.johnson29@yahoo.com,Office-going Women,Ear Rings,Saw the exact ear rings I wanted in the catalogue but it's not in the store currently.,Stock Unavailable
478,2026-02-14,X6,Liam Mehta,liam.mehta26@outlook.com,Teen-age Girls,Bangles,I wanted something around 12g but the bangles options shown were heavier.,Weight Concerns
479,2026-03-17,X4,Aarav Brown,aarav.brown53@outlook.com,Birthday,Finger Rings,Saw a solitaire design online and wanted the same in finger rings here. Not available.,Design Unavailable
480,2026-02-20,X1,Ishita Nair,ishita.nair28@outlook.com,Babies,Anklets,Was told the anklets model is sold out and would take 3-4 weeks to restock. It was for teen-age girls.,Stock Unavailable
481,2026-02-12,X2,Noah Brown,noah.brown31@gmail.com,Babies,Necklace,"Prices on necklace were higher than I expected, I had a budget of below 1 lakh.",Price Too High
482,2026-04-24,X3,Neha Nair,neha.nair43@yahoo.com,Birthday,Anklets,Looking for kids size in anklets. The sizes available didn't fit.,Size Unavailable
483,2026-03-11,X4,Pooja Mehta,pooja.mehta95@outlook.com,Everyday Wear,Finger Rings,Needed adjustable for finger rings but staff said it's out of stock right now. Specifically for babies use.,Size Unavailable
484,2026-05-10,X2,Aarav Davis,aarav.davis63@yahoo.com,Wedding,Necklace,"Prices on necklace were higher than I expected, I had a budget of under 25k.",Price Too High
485,2026-03-03,X6,Noah Davis,noah.davis92@gmail.com,Everyday Wear,Ear Rings,Needed medium drops for ear rings but staff said it's out of stock right now.,Size Unavailable
486,2026-04-11,X4,Zoe Iyer,zoe.iyer77@gmail.com,Office-going Women,Anklets,Will buy after the upcoming festival sale; postponing the anklets purchase. The piece was meant for wedding.,Others
487,2026-03-10,X1,Lucas Reddy,lucas.reddy92@hotmail.com,Everyday Wear,Finger Rings,Looking for size 6 in finger rings. The sizes available didn't fit. It was for teen-age girls.,Size Unavailable
488,2026-05-01,X1,Kavya Taylor,kavya.taylor56@icloud.com,Office-going Women,Anklets,Found a beautiful anklets but it crossed my under 25k budget by a lot. It was for babies.,Price Too High
489,2026-04-16,X4,Mia Johnson,mia.johnson11@hotmail.com,Birthday,Bangles,Was hoping to find a kada style in bangles. Nothing matched what I had in mind. The piece was meant for everyday wear.,Design Unavailable
490,2026-03-17,X1,Arjun Davis,arjun.davis52@hotmail.com,Office-going Women,Finger Rings,My daughter needed adjustable finger rings; could not find the right size.,Size Unavailable
491,2026-03-09,X3,Zoe Clark,zoe.clark24@icloud.com,Teen-age Girls,Necklace,"My family wanted a long haar design in necklace, but the available designs were very limited.",Design Unavailable
492,2026-03-31,X1,Lucas Smith,lucas.smith32@gmail.com,Everyday Wear,Finger Rings,The finger rings I liked wasn't available in size 12. The piece was meant for everyday wear.,Size Unavailable
493,2026-03-17,X1,Priya Reddy,priya.reddy18@outlook.com,Office-going Women,Finger Rings,"Looking for a under 15g for daily wear finger rings, but in-store stock was much heavier.",Weight Concerns
494,2026-05-10,X5,Neha Johnson,neha.johnson59@gmail.com,Office-going Women,Finger Rings,My daughter needed size 8 finger rings; could not find the right size.,Size Unavailable
495,2026-02-20,X2,Sanjana Wilson,sanjana.wilson24@yahoo.com,Everyday Wear,Necklace,"Prices on necklace were higher than I expected, I had a budget of below 1 lakh. It was for wedding.",Price Too High
496,2026-05-07,X2,Aarav Mehta,aarav.mehta59@gmail.com,Teen-age Girls,Ear Rings,Saw the exact ear rings I wanted in the catalogue but it's not in the store currently.,Stock Unavailable
497,2026-02-17,X1,Riya Taylor,riya.taylor20@gmail.com,Babies,Finger Rings,The hallmark and purity details on the finger rings were not clearly communicated.,Quality Concerns
498,2026-03-13,X4,Sanjana Iyer,sanjana.iyer26@outlook.com,Wedding,Finger Rings,Looking for size 8 in finger rings. The sizes available didn't fit. The piece was meant for everyday wear.,Size Unavailable
499,2026-04-17,X2,Priya Nair,priya.nair95@gmail.com,Office-going Women,Necklace,Waited a long time to be attended for the necklace I wanted to see.,Sales Service
500,2026-03-11,X3,Emma Mehta,emma.mehta48@outlook.com,Teen-age Girls,Necklace,The sales staff was busy and I couldn't get enough help while choosing the necklace. Specifically for office-going women use.,Sales Service
501,2026-03-09,X3,Rohit Patel,rohit.patel79@gmail.com,Wedding,Anklets,My daughter needed kids size anklets; could not find the right size. The piece was meant for babies.,Size Unavailable
502,2026-03-09,X1,Arjun Khan,arjun.khan92@outlook.com,Everyday Wear,Ear Rings,My daughter needed extra small for kids ear rings; could not find the right size. Specifically for everyday wear use.,Size Unavailable
503,2026-04-15,X3,Sanjana Nair,sanjana.nair9@yahoo.com,Everyday Wear,Necklace,Saw a pendant set design online and wanted the same in necklace here. Not available.,Design Unavailable
504,2026-03-24,X5,Priya Reddy,priya.reddy50@gmail.com,Teen-age Girls,Anklets,The anklets I liked was way over my budget. I was hoping for something under 10k.,Price Too High
505,2026-04-10,X4,Liam Taylor,liam.taylor32@hotmail.com,Birthday,Ear Rings,"Looking for a lightweight (under 8g) ear rings, but in-store stock was much heavier.",Weight Concerns
506,2026-03-19,X5,Tara Wilson,tara.wilson71@hotmail.com,Birthday,Bangles,"Looking for a under 15g for daily wear bangles, but in-store stock was much heavier.",Weight Concerns
507,2026-03-21,X6,Noah Mehta,noah.mehta64@hotmail.com,Wedding,Finger Rings,The hallmark and purity details on the finger rings were not clearly communicated.,Quality Concerns
508,2026-03-17,X5,Mia Verma,mia.verma13@icloud.com,Birthday,Ear Rings,I wanted something around 12g but the ear rings options shown were heavier.,Weight Concerns
509,2026-03-11,X5,Charlotte Davis,charlotte.davis79@icloud.com,Babies,Ear Rings,I wanted something under 15g for daily wear but the ear rings options shown were heavier. Specifically for birthday use.,Weight Concerns
510,2026-02-12,X4,Aditi Verma,aditi.verma78@hotmail.com,Babies,Finger Rings,Needed size 6 for finger rings but staff said it's out of stock right now. Specifically for everyday wear use.,Size Unavailable
511,2026-02-14,X2,Mia Sharma,mia.sharma68@icloud.com,Birthday,Necklace,Found a beautiful necklace but it crossed my under 25k budget by a lot.,Price Too High
512,2026-03-01,X6,Ava Johnson,ava.johnson69@yahoo.com,Teen-age Girls,Ear Rings,Saw the exact ear rings I wanted in the catalogue but it's not in the store currently.,Stock Unavailable
513,2026-03-09,X4,Lucas Taylor,lucas.taylor95@icloud.com,Babies,Ear Rings,"My family wanted a floral design in ear rings, but the available designs were very limited. Specifically for everyday wear use.",Design Unavailable
514,2026-04-23,X4,Neha Reddy,neha.reddy17@yahoo.com,Everyday Wear,Anklets,Family member wanted to be present before buying the anklets.,Others
515,2026-04-26,X5,Priya Patel,priya.patel54@outlook.com,Everyday Wear,Bangles,Wanted made-to-order in bangles; the lead time of 6-8 weeks didn't work for me.,Customization Not Offered
516,2026-04-29,X2,Amelia Verma,amelia.verma56@yahoo.com,Wedding,Ear Rings,"Looking for a lightweight (under 8g) ear rings, but in-store stock was much heavier.",Weight Concerns
517,2026-02-23,X5,Liam Wilson,liam.wilson35@yahoo.com,Wedding,Ear Rings,Wanted the ear rings in white gold but only yellow gold was available. The piece was meant for teen-age girls.,Color/Finish Mismatch
518,2026-02-13,X2,Noah Reddy,noah.reddy4@yahoo.com,Wedding,Necklace,"Prices on necklace were higher than I expected, I had a budget of under 50k.",Price Too High
519,2026-03-03,X1,Harper Patel,harper.patel68@gmail.com,Teen-age Girls,Bangles,"My family wanted a thin polki design in bangles, but the available designs were very limited.",Design Unavailable
520,2026-03-31,X3,Harper Mehta,harper.mehta93@gmail.com,Wedding,Ear Rings,Was looking for a silver tone finish on ear rings; could not find a matching piece. Specifically for birthday use.,Color/Finish Mismatch
521,2026-04-24,X2,Ishita Taylor,ishita.taylor33@hotmail.com,Wedding,Necklace,Wanted the necklace in white gold but only yellow gold was available. Specifically for wedding use.,Color/Finish Mismatch
522,2026-05-01,X2,Riya Smith,riya.smith40@gmail.com,Babies,Finger Rings,The finger rings I liked was way over my budget. I was hoping for something under 25k.,Price Too High
523,2026-04-14,X6,Pooja Smith,pooja.smith60@outlook.com,Babies,Finger Rings,I wasn't fully convinced about the finish quality on the finger rings I tried.,Quality Concerns
524,2026-04-03,X3,Noah Clark,noah.clark61@icloud.com,Everyday Wear,Anklets,The anklets I liked wasn't available in 9 inch.,Size Unavailable
525,2026-04-05,X3,Ethan Anderson,ethan.anderson21@hotmail.com,Birthday,Finger Rings,Was hoping to find a floral ring style in finger rings. Nothing matched what I had in mind.,Design Unavailable
526,2026-03-12,X4,Grace Khan,grace.khan36@yahoo.com,Birthday,Finger Rings,Looking for size 8 in finger rings. The sizes available didn't fit.,Size Unavailable
527,2026-03-16,X2,Kavya Nair,kavya.nair28@hotmail.com,Wedding,Finger Rings,Was told the finger rings model is sold out and would take 3-4 weeks to restock.,Stock Unavailable
528,2026-03-30,X1,Charlotte Iyer,charlotte.iyer13@icloud.com,Babies,Anklets,Was told the anklets model is sold out and would take 3-4 weeks to restock. The piece was meant for office-going women.,Stock Unavailable
529,2026-03-30,X4,Rohit Nair,rohit.nair26@outlook.com,Office-going Women,Finger Rings,My daughter needed size 12 finger rings; could not find the right size.,Size Unavailable
530,2026-05-11,X4,Charlotte Reddy,charlotte.reddy59@hotmail.com,Office-going Women,Ear Rings,Was told the ear rings model is sold out and would take 3-4 weeks to restock.,Stock Unavailable
531,2026-02-13,X2,Charlotte Taylor,charlotte.taylor18@outlook.com,Wedding,Anklets,"Prices on anklets were higher than I expected, I had a budget of below 1 lakh.",Price Too High
532,2026-04-20,X3,Chloe Anderson,chloe.anderson37@outlook.com,Office-going Women,Anklets,Needed kids size for anklets but staff said it's out of stock right now.,Size Unavailable
